TEST_NAME,BAND,CH,PKT_TYPE,PAGAIN,PWR_MODE,HPA,P/F,VSWR,PHASE,SWP,VALUE
tx_pwr_avg,0,L,DH5,15,0,1500,Fail,1,0,,7.266
tx_pwr_avg,0,M,DH5,15,0,1500,Fail,1,0,,7.287
tx_pwr_avg,0,H,DH5,15,0,1500,Fail,1,0,,7.055
tx_pwr_avg,1,L,DH5,15,1,1500,Fail,1,0,,10.437
tx_pwr_avg,1,M,DH5,15,1,1500,Pass,1,0,,11.015
tx_pwr_avg,1,H,DH5,15,1,1500,Pass,1,0,,11.54
tx_pwr_avg,2,L,DH5,15,0,1500,Pass,1,0,,11.361
tx_pwr_avg,2,M,DH5,15,0,1500,Fail,1,0,,10.682
tx_pwr_avg,2,H,DH5,15,0,1500,Fail,1,0,,10.365
tx_pwr_avg,4,L,DH5,15,0,1500,Fail,1,0,,9.91
tx_pwr_avg,4,M,DH5,15,0,1500,Fail,1,0,,9.569
tx_pwr_avg,4,H,DH5,15,0,1500,Fail,1,0,,9.358
tx_pwr_avg,5,L,DH5,15,0,1500,Fail,1,0,,9.425
tx_pwr_avg,5,M,DH5,15,0,1500,Fail,1,0,,9.237
tx_pwr_avg,5,H,DH5,15,0,1500,Fail,1,0,,9.272
tx_pwr_avg,6,L,DH5,15,0,1500,Fail,1,0,,9.085
tx_pwr_avg,6,M,DH5,15,0,1500,Fail,1,0,,9.391
tx_pwr_avg,6,H,DH5,15,0,1500,Fail,1,0,,9.366
tx_pwr_avg,7,L,DH5,15,0,1500,Fail,1,0,,9.562
tx_pwr_avg,7,M,DH5,15,0,1500,Fail,1,0,,9.762
tx_pwr_avg,7,H,DH5,15,0,1500,Fail,1,0,,10.124
tx_pwr_DPSKPWR,0,L,8-DH5,15,0,1500,Fail,1,0,,5.31
tx_pwr_DPSKPWR,0,M,8-DH5,15,0,1500,Fail,1,0,,5.149
tx_pwr_DPSKPWR,0,H,8-DH5,15,0,1500,Fail,1,0,,4.708
tx_pwr_DPSKPWR,1,L,8-DH5,15,1,1500,Fail,1,0,,7.612
tx_pwr_DPSKPWR,1,M,8-DH5,15,1,1500,Pass,1,0,,8.105
tx_pwr_DPSKPWR,1,H,8-DH5,15,1,1500,Pass,1,0,,8.675
tx_pwr_DPSKPWR,2,L,8-DH5,15,0,1500,Pass,1,0,,8.502
tx_pwr_DPSKPWR,2,M,8-DH5,15,0,1500,Fail,1,0,,7.77
tx_pwr_DPSKPWR,2,H,8-DH5,15,0,1500,Fail,1,0,,7.431
tx_pwr_DPSKPWR,4,L,8-DH5,15,0,1500,Fail,1,0,,6.959
tx_pwr_DPSKPWR,4,M,8-DH5,15,0,1500,Fail,1,0,,6.617
tx_pwr_DPSKPWR,4,H,8-DH5,15,0,1500,Fail,1,0,,6.441
tx_pwr_DPSKPWR,5,L,8-DH5,15,0,1500,Fail,1,0,,6.431
tx_pwr_DPSKPWR,5,M,8-DH5,15,0,1500,Fail,1,0,,6.318
tx_pwr_DPSKPWR,5,H,8-DH5,15,0,1500,Fail,1,0,,6.349
tx_pwr_DPSKPWR,6,L,8-DH5,15,0,1500,Fail,1,0,,6.36
tx_pwr_DPSKPWR,6,M,8-DH5,15,0,1500,Fail,1,0,,6.438
tx_pwr_DPSKPWR,6,H,8-DH5,15,0,1500,Fail,1,0,,6.418
tx_pwr_DPSKPWR,7,L,8-DH5,15,0,1500,Fail,1,0,,6.622
tx_pwr_DPSKPWR,7,M,8-DH5,15,0,1500,Fail,1,0,,6.822
tx_pwr_DPSKPWR,7,H,8-DH5,15,0,1500,Fail,1,0,,7.205
tx_pwr_DPSKPWR,0,L,8-HDRP,15,0,1500,Fail,1,0,,5.142
tx_pwr_DPSKPWR,0,M,8-HDRP,15,0,1500,Fail,1,0,,4.948
